"Pokemon","Fast Move","Charged Move","DPS","TDO","ER","CP"
"Mega Charizard X","Ember","Blast Burn","18.024","573.2","42.8","3850"
"Mega Pidgeot","Gust","Brave Bird","18.654","516.5","42.79","3680"
"Palkia","Dragon Tail","Draco Meteor","17.91","583.2","42.78","3991"
"Shadow Mewtwo","Psycho Cut","Focus Blast","18.913","493.4","42.74","4178"
"Mewtwo","Confusion","Shadow Ball","18.068","565.7","42.74","4178"
"Shadow Machamp","Counter","Dynamic Punch","19.65","439","42.72","3056"
"Shadow Latios","Zen Headbutt","Dragon Claw","18.754","504.7","42.72","3812"
"Shadow Honchkrow","Snarl","Brave Bird","21.217","347.5","42.68","2711"
"Shadow Salamence","Bite","Draco Meteor","19.184","469","42.66","3749"
"Shadow Dragonite","Steel Wing","Draco Meteor","18.61","513.5","42.65","3792"
"Mega Houndoom","Snarl","Foul Play","18.447","524.4","42.6","3842"
"Mega Gallade","Charm","Synchronoise","18.009","563.4","42.59","4521"
"Mega Rayquaza","Air Slash","Ancient Power","17.178","649.1","42.59","5713"
"Shadow Swampert","Mud Shot","Hydro Cannon","18.788","495.5","42.58","2974"
"Galarian Darmanitan (Zen Mode)","Ice Fang","Overheat","19.276","457.8","42.55","3905"
"Mega Swampert","Water Gun","Surf","17.046","661.5","42.55","4401"
"Shadow Weavile","Snarl","Avalanche","20.089","404.1","42.54","3005"
"Mega Charizard Y","Ember","Flamethrower","17.931","567.8","42.54","4455"
"Kyurem","Dragon Breath","Glaciate","17.692","590.6","42.53","3575"
"Salamence","Dragon Tail","Outrage","18.271","536","42.52","3749"
"Zacian - Crowned Sword","Metal Claw","Wild Charge","17.28","633","42.51","4448"
"Rayquaza","Dragon Tail","Breaking Swipe","18.265","534.7","42.49","3835"
"Mega Aerodactyl","Rock Throw","Rock Slide","17.864","571.8","42.49","4118"
"Mega Lucario","Counter","Shadow Ball","19.065","470.1","42.48","3826"
"Shadow Alakazam","Psycho Cut","Psychic","20.925","354.6","42.46","3057"
"Shadow Dragonite","Dragon Tail","Hyper Beam","18.517","510.9","42.44","3792"
"Dragapult","Dragon Tail","Shadow Ball","18.433","518.3","42.44","3532"
"Mega Charizard X","Wing Attack","Blast Burn","17.869","568.3","42.43","3850"
"Black Kyurem","Dragon Tail","Stone Edge","17.354","620","42.43","4605"
"Shadow Mewtwo","Psycho Cut","Flamethrower","18.767","489.6","42.41","4178"
"Shadow Moltres","Wing Attack","Overheat","18.926","476.2","42.39","3465"
"Shadow Garchomp","Mud Shot","Earthquake","18.032","550.9","42.39","3962"
"Mega Gyarados","Bite","Return","16.632","698.5","42.34","4717"
"Mega Gyarados","Bite","Aqua Tail","16.632","698.6","42.34","4717"
"Shadow Dragonite","Dragon Breath","Dragon Pulse","18.468","509.6","42.33","3792"
"Zekrom","Charge Beam","Wild Charge","17.462","602.5","42.32","4038"
"Shadow Entei","Fire Fang","Flamethrower","18.293","523.4","42.31","3473"
"Garchomp","Dragon Tail","Outrage","17.19","630.3","42.3","3962"
"Metagross","Zen Headbutt","Meteor Mash","17.437","602.8","42.28","3791"
"White Kyurem","Steel Wing","Dragon Pulse","17.293","617.8","42.28","4605"
"Shadow Zapdos","Charge Beam","Drill Peck","18.771","482","42.26","3527"
"Mega Gyarados","Waterfall","Aqua Tail","16.599","697.2","42.26","4717"
"Ash Greninja","Bubble","Hydro Pump","19.39","436.9","42.25","3984"
"Mega Gyarados","Waterfall","Return","16.595","697","42.25","4717"
"Mega Tyranitar","Iron Tail","Crunch","16.011","776","42.24","5347"
"Shadow Dragonite","Steel Wing","Dragon Claw","18.427","508.4","42.23","3792"
"Zekrom","Dragon Breath","Outrage","17.419","601","42.22","4038"
"Shadow Mewtwo","Psycho Cut","Ice Beam","18.675","487.2","42.21","4178"
"Lunala","Confusion","Psychic","16.795","669.9","42.21","4042"
"Tyranitar","Bite","Brutal Swing","17.114","632.8","42.2","3834"
"Eternatus","Dragon Tail","Dragon Pulse","16.713","679.4","42.2","4429"
"Keldeo","Poison Jab","Sacred Sword","17.715","570","42.19","3698"
"Hoopa (Unbound)","Confusion","Shadow Ball","18.523","497.8","42.18","4006"
"Mega Pidgeot","Wing Attack","Brave Bird","18.38","508.9","42.16","3680"
"White Kyurem","Dragon Breath","Focus Blast","17.241","616","42.15","4605"
"Shadow Ho-Oh","Steel Wing","Sacred Fire+","17.397","596.7","42.1","3863"
"Mega Gengar","Lick","Focus Blast","18.775","474","42.09","4336"
"Dialga","Metal Claw","Draco Meteor","17.36","599","42.08","4038"
"Mega Beedrill","Bug Bite","Sludge Bomb","19.86","399.9","42.07","3383"
"Shadow Latios","Zen Headbutt","Luster Purge","18.465","496.9","42.06","3812"
"Mega Gardevoir","Charge Beam","Synchronoise","17.801","554.6","42.06","4512"
"Mega Gengar","Lick","Sludge Wave","18.76","473.6","42.05","4336"
"Shadow Machamp","Karate Chop","Dynamic Punch","19.314","431.5","41.99","3056"
"Mega Gengar","Shadow Claw","Shadow Punch","18.73","472.9","41.99","4336"
"Mega Gallade","Low Kick","Leaf Blade","17.754","555.4","41.99","4521"
"Xurkitree","Thunder Shock","Power Whip","19.133","443.4","41.98","3937"
"Shadow Dragonite","Dragon Breath","Hurricane","18.315","505.4","41.98","3792"
"Giratina (Origin Forme)","Shadow Claw","Shadow Force","16.498","691.5","41.98","3683"
"Mega Charizard Y","Wing Attack","Fire Blast","17.683","559.9","41.95","4455"
"Black Kyurem","Dragon Tail","Iron Head","17.154","612.8","41.94","4605"
"Groudon","Dragon Tail","Precipice Blades","16.989","630.3","41.93","4115"
"Shadow Ho-Oh","Extrasensory","Sacred Fire+","17.322","594.2","41.92","3863"
"Mega Manectric","Snarl","Wild Charge","18.699","470.8","41.89","3580"
"Shadow Latios","Dragon Breath","Solar Beam","18.39","494.9","41.89","3812"
"Mega Alakazam","Counter","Focus Blast","18.761","465.3","41.87","4510"
"Mega Gyarados","Dragon Tail","Hydro Pump","16.438","690.4","41.85","4717"
"Mega Gengar","Hex","Psychic","18.667","471.3","41.84","4336"
"Reshiram","Dragon Breath","Overheat","17.261","595.6","41.84","4038"
"Shadow Magnezone","Spark","Wild Charge","18.939","450.6","41.83","3205"
"Galarian Darmanitan (Zen Mode)","Tackle","Overheat","18.942","449.9","41.82","3905"
"Giratina (Origin Forme)","Dragon Tail","Shadow Force","16.431","688.7","41.81","3683"
"Shadow Sceptile","Fury Cutter","Frenzy Plant","19.79","393.8","41.8","2757"
"Mega Beedrill","Poison Jab","Sludge Bomb","19.718","397","41.77","3383"
"Xurkitree","Spark","Power Whip","19.029","440.9","41.75","3937"
"Salamence","Dragon Tail","Draco Meteor","17.931","526","41.73","3749"
"Shadow Ho-Oh","Hidden Power (Fire)","Sacred Fire+","17.234","591.1","41.71","3863"
"Shadow Ho-Oh","Hidden Power (Flying)","Sacred Fire+","17.234","591.1","41.71","3863"
"Mega Metagross","Bullet Punch","Return","16.262","703.3","41.7","4911"
"Mega Charizard Y","Wing Attack","Return","17.573","556.4","41.69","4455"
"Mega Alakazam","Confusion","Fire Punch","18.672","463.1","41.67","4510"
"Galarian Zapdos","Counter","Brave Bird","17.596","553","41.66","3548"
"Mega Houndoom","Fire Fang","Flamethrower","18.038","512.8","41.65","3842"
"Heatran","Fire Spin","Magma Storm","17.071","605","41.65","3754"
"Mewtwo","Confusion","Return","17.603","551.1","41.64","4178"
"Hydreigon","Bite","Brutal Swing","17.53","558.1","41.64","3625"
"Hydreigon","Dragon Breath","Brutal Swing","17.53","558.1","41.64","3625"
"Shadow Charizard","Fire Spin","Blast Burn","19.253","420.7","41.63","2889"
"Mega Diancie","Tackle","Rock Slide","18.372","484.5","41.63","4346"
"Mega Alakazam","Psycho Cut","Focus Blast","18.641","462.4","41.6","4510"
"Zacian - Crowned Sword","Metal Claw","Iron Head","16.911","619.5","41.6","4448"
"Mega Sceptile","Fury Cutter","Dragon Claw","18.398","479.9","41.58","4056"
"Shadow Latias","Dragon Breath","Psychic","17.621","545.2","41.56","3510"
"Shadow Ho-Oh","Incinerate","Sacred Fire","17.164","588.7","41.54","3863"
"Mega Gyarados","Bite","Outrage","16.31","685","41.52","4717"
"Shadow Lugia","Extrasensory","Sky Attack","15.856","745","41.51","3703"
"Mega Gyarados","Waterfall","Outrage","16.297","684.5","41.49","4717"
"Shadow Alakazam","Counter","Psychic","20.446","346.5","41.48","3057"
"Shadow Entei","Fire Spin","Flamethrower","17.936","513.2","41.48","3473"
"Eternatus","Poison Jab","Dragon Pulse","16.425","667.7","41.48","4429"
"Mega Swampert","Mud Shot","Surf","16.617","644.8","41.47","4401"
"Mega Swampert","Water Gun","Earthquake","16.615","644.8","41.47","4401"
"Mewtwo","Psycho Cut","Shadow Ball","17.529","548.8","41.46","4178"
"Tyranitar","Smack Down","Brutal Swing","16.814","621.7","41.46","3834"
"Mega Tyranitar","Iron Tail","Return","15.705","761.2","41.44","5347"
"Rayquaza","Air Slash","Outrage","17.809","521.3","41.42","3835"
"Mega Charizard Y","Fire Spin","Dragon Claw","17.46","552.8","41.42","4455"
"Mega Charizard Y","Air Slash","Return","17.459","552.8","41.42","4455"
"Dialga","Dragon Breath","Draco Meteor","17.09","589.7","41.42","4038"
"Reshiram","Dragon Breath","Draco Meteor","17.09","589.7","41.42","4038"
"Mega Charizard X","Fire Spin","Overheat","17.438","554.6","41.41","3850"
"Shadow Gigalith","Smack Down","Meteor Beam","18.223","484.9","41.39","3228"
"Urshifu (Rapid Strike Style)","Counter","Dynamic Punch","17.406","556.6","41.39","3606"
"Urshifu (Single Strike Style)","Counter","Dynamic Punch","17.406","556.6","41.39","3606"
"Mega Latias","Zen Headbutt","Mist Ball","16.036","711.8","41.39","4801"
"Mega Charizard Y","Dragon Breath","Flamethrower","17.442","552.3","41.38","4455"
"Zarude","Vine Whip","Power Whip","16.498","653.1","41.38","3833"
"Shadow Raikou","Thunder Shock","Thunderbolt","18.152","489.4","41.36","3452"
"Mega Charizard Y","Air Slash","Fire Blast","17.438","552.1","41.36","4455"
"Shadow Honchkrow","Peck","Sky Attack","20.554","336.6","41.35","2711"
"Mega Gyarados","Bite","Crunch","16.245","682.3","41.35","4717"
"Mega Gyarados","Waterfall","Crunch","16.242","682.2","41.35","4717"
"Mega Blaziken","Counter","Stone Edge","18.297","476.3","41.33","4161"
"Palkia","Dragon Tail","Hydro Pump","17.301","563.4","41.33","3991"
"Dragonite","Dragon Tail","Outrage","17.229","570.5","41.33","3792"
"Shadow Blaziken","Counter","Blaze Kick","19.925","368.5","41.32","2848"
"Mega Heracross","Counter","Rock Blast","17.129","580","41.32","4814"
"Shadow Latias","Dragon Breath","Outrage","17.517","542","41.31","3510"
"Mega Gallade","Low Kick","Return","17.468","546.5","41.31","4521"
"Palkia","Dragon Breath","Draco Meteor","17.29","563","41.3","3991"
"Mega Gengar","Shadow Claw","Dark Pulse","18.417","465","41.28","4336"
"Shadow Feraligatr","Water Gun","Hydro Cannon","18.45","461.4","41.26","2857"
"Shadow Zapdos","Charge Beam","Thunderbolt","18.328","470.6","41.26","3527"
"Garchomp","Dragon Tail","Earth Power","16.765","614.7","41.25","3962"
"Mega Salamence","Fire Fang","Hydro Pump","16.144","688.4","41.25","5031"
"Shadow Garchomp","Dragon Tail","Fire Blast","17.535","535.8","41.23","3962"
"Mega Tyranitar","Iron Tail","Stone Edge","15.616","756.9","41.2","5347"
"Mega Heracross","Struggle Bug","Close Combat","17.064","577.8","41.16","4814"
"Hoopa (Unbound)","Confusion","Dark Pulse","18.073","485.7","41.15","4006"
"Mega Garchomp","Mud Shot","Fire Blast","16.187","676.2","41.15","5424"
"Shadow Tyranitar","Bite","Stone Edge","17.462","538","41.14","3834"
"Shadow Salamence","Dragon Tail","Fire Blast","18.496","452.2","41.13","3749"
"Mega Houndoom","Snarl","Flamethrower","17.803","506.1","41.11","3842"
"Mega Metagross","Zen Headbutt","Return","16.031","693.3","41.11","4911"
"Zacian - Crowned Sword","Snarl","Wild Charge","16.691","611.4","41.06","4448"
"Shadow Dragonite","Dragon Tail","Superpower","17.913","494.3","41.05","3792"
"Mega Lucario","Counter","Close Combat","18.419","454.2","41.04","3826"
"Shadow Charizard","Wing Attack","Blast Burn","18.971","414.6","41.02","2889"
"Shadow Exeggutor","Confusion","Psychic","18.949","415.1","41","3014"
"Dragapult","Hex","Shadow Ball","17.804","500.6","41","3532"
"Shadow Lugia","Dragon Tail","Aeroblast","15.654","735.5","40.98","3703"
"Haxorus","Dragon Tail","Breaking Swipe","18.193","467.5","40.96","3593"
"Nihilego","Poison Jab","Sludge Bomb","16.305","649.2","40.96","3949"
"Mega Gengar","Sucker Punch","Psychic","18.263","461.1","40.94","4336"
"Shadow Weavile","Feint Attack","Avalanche","19.319","388.6","40.91","3005"
"Shadow Staraptor","Quick Attack","Brave Bird","19.568","373.6","40.9","2825"
"Hoopa (Unbound)","Astonish","Psychic","17.964","482.8","40.9","4006"
"Shadow Hariyama","Counter","Dynamic Punch","18.536","438.3","40.88","2829"
"Zacian - Crowned Sword","Fire Fang","Wild Charge","16.616","608.7","40.88","4448"
"Zekrom","Charge Beam","Outrage","16.863","581.8","40.87","4038"
"Calyrex - Shadow Rider","Take Down","Shadow Ball","17.191","548.6","40.86","4540"
"Mega Pinsir","Bug Bite","X-Scissor","17.399","528.7","40.85","4182"
"Mega Gallade","Low Kick","Close Combat","17.268","540.2","40.84","4521"
"Ho-Oh","Incinerate","Sacred Fire++","16.123","663.6","40.84","3863"
"Kartana","Air Slash","Leaf Blade","19.058","401.2","40.82","3677"
"Shadow Dragonite","Steel Wing","Dragon Pulse","17.8","491.2","40.8","3792"
"Dragonite","Dragon Tail","Draco Meteor","17.008","563.2","40.8","3792"
"Eternatus","Dragon Tail","Cross Poison","16.159","656.9","40.8","4429"
"Shadow Tyranitar","Smack Down","Stone Edge","17.314","533.5","40.79","3834"
"Shadow Exeggutor","Extrasensory","Psychic","18.838","412.7","40.76","3014"
"Mega Pinsir","Bug Bite","Return","17.36","527.5","40.76","4182"
"Mega Salamence","Bite","Return","15.95","680.2","40.76","5031"
"Mega Gardevoir","Charge Beam","Shadow Ball","17.249","537.4","40.75","4512"
"Shadow Dragonite","Dragon Breath","Hyper Beam","17.767","490.2","40.72","3792"
"Lugia","Dragon Tail","Aeroblast++","14.861","837.9","40.72","3703"
"Latios","Dragon Breath","Psychic","17.077","551.5","40.71","3812"
"Moltres","Fire Spin","Sky Attack","17.361","524.2","40.7","3465"
"Mega Manectric","Charge Beam","Wild Charge","18.16","457.2","40.68","3580"
"Shadow Raikou","Volt Switch","Thunderbolt","17.852","481.3","40.68","3452"
"Mega Beedrill","Infestation","Sludge Bomb","19.2","386.6","40.67","3383"
"Mega Gyarados","Dragon Tail","Aqua Tail","15.967","670.6","40.65","4717"
"Meloetta (Pirouette Forme)","Quick Attack","Hyper Beam","16.854","569.9","40.64","3915"
"Salamence","Fire Fang","Outrage","17.458","512.1","40.63","3749"
"Mega Venusaur","Razor Leaf","Frenzy Plant","16.461","611.2","40.63","3698"
"Shadow Gallade","Confusion","Psychic","18.684","417.5","40.62","3093"
"Shadow Gardevoir","Confusion","Psychic","18.684","417.5","40.62","3093"
"Mega Gyarados","Dragon Breath","Hydro Pump","15.956","670.1","40.62","4717"
"Mega Gallade","Charm","Leaf Blade","17.172","537.2","40.61","4521"
"Shadow Magnezone","Charge Beam","Wild Charge","18.385","437.4","40.6","3205"
"Garchomp","Dragon Tail","Earthquake","16.495","604.8","40.59","3962"
"Kyogre","Waterfall","Surf","16.447","610.2","40.59","4115"
"Mega Charizard X","Air Slash","Blast Burn","17.088","543.4","40.58","3850"
"Shadow Tyranitar","Bite","Crunch","17.214","530.4","40.56","3834"
"Mega Houndoom","Fire Fang","Return","17.561","499.2","40.55","3842"
"Shadow Tyranitar","Smack Down","Crunch","17.211","530.3","40.55","3834"
"Shadow Typhlosion","Incinerate","Blast Burn","18.752","409.8","40.54","2889"
"Shadow Blaziken","Fire Spin","Blaze Kick","19.541","361.4","40.52","2848"
"Mega Diancie","Tackle","Power Gem","17.876","471.4","40.51","4346"
"Nihilego","Acid","Sludge Bomb","16.122","641.9","40.5","3949"
"Mega Charizard X","Dragon Breath","Overheat","17.052","542.3","40.49","3850"
"Shadow Entei","Fire Fang","Fire Blast","17.502","500.8","40.48","3473"
"Terrakion","Zen Headbutt","Sacred Sword","16.996","546.9","40.48","3698"
"Darmanitan (Zen Mode)","Fire Fang","Psychic","16.372","611.5","40.47","3738"
"Mega Lucario","Counter","Power-Up Punch","18.158","447.7","40.46","3826"
"Heatran","Bug Bite","Magma Storm","16.58","587.6","40.45","3754"
"Rhyperior","Mud Slap","Rock Wrecker","16.304","617","40.44","3733"
"Mega Lopunny","Pound","Hyper Beam","17.528","495.8","40.42","3745"
"Mega Charizard Y","Ember","Fire Blast","17.038","539.5","40.42","4455"
"Dragapult","Dragon Tail","Outrage","17.55","493.4","40.41","3532"
"Shadow Weavile","Snarl","Foul Play","19.061","383.4","40.37","3005"
"Chandelure","Fire Spin","Shadow Ball","18.372","427","40.34","3268"
"Mega Pidgeot","Air Slash","Brave Bird","17.581","486.8","40.33","3680"
"Shadow Latias","Zen Headbutt","Psychic","17.085","528.7","40.3","3510"
"Giratina (Origin Forme)","Dragon Tail","Shadow Ball","15.84","663.9","40.3","3683"
"Dragonite","Dragon Breath","Outrage","16.795","556.1","40.29","3792"
"Shadow Luxray","Spark","Wild Charge","18.971","384.6","40.26","2888"
"Galarian Articuno","Psycho Cut","Brave Bird","16.841","550","40.26","3590"
"Zacian - Crowned Sword","Quick Attack","Wild Charge","16.355","599.1","40.24","4448"
"Zarude","Bite","Power Whip","16.044","635.1","40.24","3833"
"Giratina (Origin Forme)","Shadow Claw","Shadow Ball","15.814","662.8","40.24","3683"
"Mega Swampert","Mud Shot","Earthquake","16.116","625.4","40.22","4401"
"Shadow Zapdos","Thunder Shock","Zap Cannon","17.861","458.6","40.21","3527"
"Shadow Latias","Zen Headbutt","Outrage","17.048","527.5","40.21","3510"
"Mewtwo","Confusion","Thunderbolt","16.994","532","40.2","4178"
"Shadow Luxray","Snarl","Wild Charge","18.941","384","40.19","2888"
"Shadow Feraligatr","Waterfall","Hydro Cannon","17.971","449.4","40.19","2857"
"Mega Gengar","Lick","Shadow Punch","17.929","452.6","40.19","4336"
"Volcarona","Bug Bite","Overheat","17.152","517.2","40.19","3632"
"Eternatus","Dragon Tail","Flamethrower","15.913","646.9","40.18","4429"
"Shadow Alolan Exeggutor","Dragon Tail","Solar Beam","18.452","414.1","40.16","3014"
"Mega Charizard Y","Ember","Return","16.932","536.1","40.16","4455"
"Mega Banette","Shadow Claw","Return","18.645","400.8","40.15","3594"
"Xerneas","Geomancy","Giga Impact","16.367","592.9","40.15","3781"
"Darmanitan (Zen Mode)","Fire Fang","Overheat","16.241","606.6","40.15","3738"
"Shadow Moltres","Fire Spin","Fire Blast","17.924","451","40.14","3465"
"Mega Metagross","Bullet Punch","Earthquake","15.652","676.9","40.14","4911"
"Garchomp","Mud Shot","Outrage","16.303","597.7","40.12","3962"
"Mega Pinsir","Fury Cutter","X-Scissor","17.078","519","40.1","4182"
"Mega Gyarados","Dragon Tail","Return","15.751","661.6","40.1","4717"
"Mega Houndoom","Fire Fang","Fire Blast","17.357","493.4","40.08","3842"
"Melmetal","Thunder Shock","Double Iron Bash","15.963","633.6","40.07","3599"
"Shadow Electivire","Low Kick","Wild Charge","18.895","381.2","40.05","3079"
"Mega Blaziken","Fire Spin","Stone Edge","17.728","461.5","40.05","4161"
"Shadow Tangrowth","Vine Whip","Power Whip","17.47","482.5","40.05","3030"
"Mega Gyarados","Dragon Tail","Crunch","15.731","660.7","40.05","4717"
"Victini","Confusion","V-create","16.183","606.5","40.04","3265"
"Mega Gyarados","Dragon Tail","Outrage","15.72","660.3","40.02","4717"
"Mega Lucario","Bullet Punch","Shadow Ball","17.953","442.7","40.01","3826"
"Urshifu (Single Strike Style)","Sucker Punch","Dynamic Punch","16.826","538.1","40.01","3606"
"Shadow Gardevoir","Charm","Psychic","18.397","411.1","40","3093"
"Thundurus (Therian Forme)","Volt Switch","Thunderbolt","17.927","444.5","40","3659"
"Kyurem","Steel Wing","Glaciate","16.641","555.5","40","3575"
"Hoopa (Confined)","Confusion","Shadow Ball","17.648","465.1","39.99","3359"
